id,row,col,x,y
19_68,19,68,68,19
19_73,19,73,73,19
19_74,19,74,74,19
19_75,19,75,75,19
19_76,19,76,76,19
19_77,19,77,77,19
19_78,19,78,78,19
20_1,20,1,1,20
20_2,20,2,2,20
20_3,20,3,3,20
20_4,20,4,4,20
20_5,20,5,5,20
20_10,20,10,10,20
20_11,20,11,11,20
20_12,20,12,12,20
20_13,20,13,13,20
20_14,20,14,14,20
20_19,20,19,19,20
20_20,20,20,20,20
20_21,20,21,21,20
20_22,20,22,22,20
20_23,20,23,23,20
20_28,20,28,28,20
20_29,20,29,29,20
20_30,20,30,30,20
20_31,20,31,31,20
20_32,20,32,32,20
20_37,20,37,37,20
20_38,20,38,38,20
20_39,20,39,39,20
20_40,20,40,40,20
20_41,20,41,41,20
20_42,20,42,42,20
20_46,20,46,46,20
20_47,20,47,47,20
20_48,20,48,48,20
20_49,20,49,49,20
20_50,20,50,50,20
20_55,20,55,55,20
20_56,20,56,56,20
20_57,20,57,57,20
20_58,20,58,58,20
20_59,20,59,59,20
20_64,20,64,64,20
20_65,20,65,65,20
20_66,20,66,66,20
20_67,20,67,67,20
20_68,20,68,68,20
20_73,20,73,73,20
20_74,20,74,74,20
20_75,20,75,75,20
20_76,20,76,76,20
20_77,20,77,77,20
20_78,20,78,78,20
21_1,21,1,1,21
21_2,21,2,2,21
21_3,21,3,3,21
21_4,21,4,4,21
21_5,21,5,5,21
21_10,21,10,10,21
21_11,21,11,11,21
21_12,21,12,12,21
21_13,21,13,13,21
21_14,21,14,14,21
21_19,21,19,19,21
21_20,21,20,20,21
21_21,21,21,21,21
21_22,21,22,22,21
21_23,21,23,23,21
21_28,21,28,28,21
21_29,21,29,29,21
21_30,21,30,30,21
21_31,21,31,31,21
21_32,21,32,32,21
21_37,21,37,37,21
21_38,21,38,38,21
21_39,21,39,39,21
21_40,21,40,40,21
21_41,21,41,41,21
21_42,21,42,42,21
21_46,21,46,46,21
21_47,21,47,47,21
21_48,21,48,48,21
21_49,21,49,49,21
21_50,21,50,50,21
21_55,21,55,55,21
21_56,21,56,56,21
21_57,21,57,57,21
21_58,21,58,58,21
21_59,21,59,59,21
21_64,21,64,64,21
21_65,21,65,65,21
21_66,21,66,66,21
21_67,21,67,67,21
21_68,21,68,68,21
21_73,21,73,73,21
21_74,21,74,74,21
21_75,21,75,75,21
21_76,21,76,76,21
21_77,21,77,77,21
21_78,21,78,78,21
22_1,22,1,1,22
22_2,22,2,2,22
22_3,22,3,3,22
22_4,22,4,4,22
22_5,22,5,5,22
22_10,22,10,10,22
22_11,22,11,11,22
22_12,22,12,12,22
22_13,22,13,13,22
22_14,22,14,14,22
22_19,22,19,19,22
22_20,22,20,20,22
22_21,22,21,21,22
22_22,22,22,22,22
22_23,22,23,23,22
22_28,22,28,28,22
22_29,22,29,29,22
22_30,22,30,30,22
22_31,22,31,31,22
22_32,22,32,32,22
22_37,22,37,37,22
22_38,22,38,38,22
22_39,22,39,39,22
22_40,22,40,40,22
22_41,22,41,41,22
22_42,22,42,42,22
22_46,22,46,46,22
22_47,22,47,47,22
22_48,22,48,48,22
22_49,22,49,49,22
22_50,22,50,50,22
22_55,22,55,55,22
22_56,22,56,56,22
22_57,22,57,57,22
22_58,22,58,58,22
22_59,22,59,59,22
22_64,22,64,64,22
22_65,22,65,65,22
22_66,22,66,66,22
22_67,22,67,67,22
22_68,22,68,68,22
22_73,22,73,73,22
22_74,22,74,74,22
22_75,22,75,75,22
22_76,22,76,76,22
22_77,22,77,77,22
22_78,22,78,78,22
23_1,23,1,1,23
23_2,23,2,2,23
23_3,23,3,3,23
23_4,23,4,4,23
23_5,23,5,5,23
23_10,23,10,10,23
23_11,23,11,11,23
23_12,23,12,12,23
23_13,23,13,13,23
23_14,23,14,14,23
23_19,23,19,19,23
23_20,23,20,20,23
23_21,23,21,21,23
23_22,23,22,22,23
23_23,23,23,23,23
23_28,23,28,28,23
23_29,23,29,29,23
23_30,23,30,30,23
23_31,23,31,31,23
23_32,23,32,32,23
23_37,23,37,37,23
23_38,23,38,38,23
23_39,23,39,39,23
23_40,23,40,40,23
23_41,23,41,41,23
23_42,23,42,42,23
23_46,23,46,46,23
23_47,23,47,47,23
23_48,23,48,48,23
23_49,23,49,49,23
23_50,23,50,50,23
23_55,23,55,55,23
23_56,23,56,56,23
23_57,23,57,57,23
23_58,23,58,58,23
23_59,23,59,59,23
23_64,23,64,64,23
23_65,23,65,65,23
23_66,23,66,66,23
23_67,23,67,67,23
23_68,23,68,68,23
23_73,23,73,73,23
23_74,23,74,74,23
23_75,23,75,75,23
23_76,23,76,76,23
23_77,23,77,77,23
23_78,23,78,78,23
24_1,24,1,1,24
24_2,24,2,2,24
24_3,24,3,3,24
24_4,24,4,4,24
24_5,24,5,5,24
24_10,24,10,10,24
24_11,24,11,11,24
24_12,24,12,12,24
24_13,24,13,13,24
24_14,24,14,14,24
24_19,24,19,19,24
24_20,24,20,20,24
24_21,24,21,21,24
24_22,24,22,22,24
24_23,24,23,23,24
24_28,24,28,28,24
24_29,24,29,29,24
24_30,24,30,30,24
24_31,24,31,31,24
24_32,24,32,32,24
24_37,24,37,37,24
24_38,24,38,38,24
24_39,24,39,39,24
24_40,24,40,40,24
24_41,24,41,41,24
24_42,24,42,42,24
24_46,24,46,46,24
24_47,24,47,47,24
24_48,24,48,48,24
24_49,24,49,49,24
24_50,24,50,50,24
24_55,24,55,55,24
24_56,24,56,56,24
24_57,24,57,57,24
24_58,24,58,58,24
24_59,24,59,59,24
24_64,24,64,64,24
24_65,24,65,65,24
24_66,24,66,66,24
24_67,24,67,67,24
24_68,24,68,68,24
24_73,24,73,73,24
24_74,24,74,74,24
24_75,24,75,75,24
24_76,24,76,76,24
24_77,24,77,77,24
24_78,24,78,78,24
25_1,25,1,1,25
25_2,25,2,2,25
25_3,25,3,3,25
25_4,25,4,4,25
25_5,25,5,5,25
25_10,25,10,10,25
25_11,25,11,11,25
25_12,25,12,12,25
25_13,25,13,13,25
25_14,25,14,14,25
25_19,25,19,19,25
25_20,25,20,20,25
25_21,25,21,21,25
25_22,25,22,22,25
25_23,25,23,23,25
25_28,25,28,28,25
25_29,25,29,29,25
25_30,25,30,30,25
25_31,25,31,31,25
25_32,25,32,32,25
25_37,25,37,37,25
25_38,25,38,38,25
25_39,25,39,39,25
25_40,25,40,40,25
25_41,25,41,41,25
25_42,25,42,42,25
25_46,25,46,46,25
25_47,25,47,47,25
25_48,25,48,48,25
25_55,25,55,55,25
25_56,25,56,56,25
25_57,25,57,57,25
25_58,25,58,58,25
25_59,25,59,59,25
25_64,25,64,64,25
25_65,25,65,65,25
25_66,25,66,66,25
25_67,25,67,67,25
25_68,25,68,68,25
25_73,25,73,73,25
25_74,25,74,74,25
25_75,25,75,75,25
25_76,25,76,76,25
25_77,25,77,77,25
25_78,25,78,78,25
26_1,26,1,1,26
26_2,26,2,2,26
26_3,26,3,3,26
26_4,26,4,4,26
26_5,26,5,5,26
26_6,26,6,6,26
26_7,26,7,7,26
26_8,26,8,8,26
26_9,26,9,9,26
26_10,26,10,10,26
26_11,26,11,11,26
26_12,26,12,12,26
26_13,26,13,13,26
26_14,26,14,14,26
26_15,26,15,15,26
26_16,26,16,16,26
26_17,26,17,17,26
26_18,26,18,18,26
26_19,26,19,19,26
26_20,26,20,20,26
26_21,26,21,21,26
26_22,26,22,22,26
26_23,26,23,23,26
26_24,26,24,24,26
26_25,26,25,25,26
26_26,26,26,26,26
26_27,26,27,27,26
26_28,26,28,28,26
26_29,26,29,29,26
26_30,26,30,30,26
26_31,26,31,31,26
26_32,26,32,32,26
26_33,26,33,33,26
26_34,26,34,34,26
26_35,26,35,35,26
26_36,26,36,36,26
26_37,26,37,37,26
26_38,26,38,38,26
26_39,26,39,39,26
26_40,26,40,40,26
26_41,26,41,41,26
26_42,26,42,42,26
26_43,26,43,43,26
26_44,26,44,44,26
26_45,26,45,45,26
26_46,26,46,46,26
26_47,26,47,47,26
26_48,26,48,48,26
26_51,26,51,51,26
26_52,26,52,52,26
26_53,26,53,53,26
26_54,26,54,54,26
26_55,26,55,55,26
26_56,26,56,56,26
26_57,26,57,57,26
26_58,26,58,58,26
26_59,26,59,59,26
26_60,26,60,60,26
26_61,26,61,61,26
26_62,26,62,62,26
26_63,26,63,63,26
26_64,26,64,64,26
26_65,26,65,65,26
26_66,26,66,66,26
26_67,26,67,67,26
26_68,26,68,68,26
26_69,26,69,69,26
26_70,26,70,70,26
26_71,26,71,71,26
26_72,26,72,72,26
26_73,26,73,73,26
26_74,26,74,74,26
26_75,26,75,75,26
26_76,26,76,76,26
26_77,26,77,77,26
26_78,26,78,78,26
27_1,27,1,1,27
27_2,27,2,2,27
27_3,27,3,3,27
27_4,27,4,4,27
27_5,27,5,5,27
27_6,27,6,6,27
27_7,27,7,7,27
27_8,27,8,8,27
27_9,27,9,9,27
27_10,27,10,10,27
27_11,27,11,11,27
27_12,27,12,12,27
27_13,27,13,13,27
27_14,27,14,14,27
27_15,27,15,15,27
27_16,27,16,16,27
27_17,27,17,17,27
27_18,27,18,18,27
27_19,27,19,19,27
27_20,27,20,20,27
27_21,27,21,21,27
27_22,27,22,22,27
27_23,27,23,23,27
27_24,27,24,24,27
27_25,27,25,25,27
27_26,27,26,26,27
27_27,27,27,27,27
27_28,27,28,28,27
27_29,27,29,29,27
27_30,27,30,30,27
27_31,27,31,31,27
27_32,27,32,32,27
27_33,27,33,33,27
27_34,27,34,34,27
27_35,27,35,35,27
27_36,27,36,36,27
27_37,27,37,37,27
27_38,27,38,38,27
27_39,27,39,39,27
27_40,27,40,40,27
27_41,27,41,41,27
27_42,27,42,42,27
27_43,27,43,43,27
27_44,27,44,44,27
27_45,27,45,45,27
27_46,27,46,46,27
27_47,27,47,47,27
27_48,27,48,48,27
27_49,27,49,49,27
27_50,27,50,50,27
27_51,27,51,51,27
27_52,27,52,52,27
27_53,27,53,53,27
27_54,27,54,54,27
27_55,27,55,55,27
27_56,27,56,56,27
27_57,27,57,57,27
27_58,27,58,58,27
27_59,27,59,59,27
27_60,27,60,60,27
27_61,27,61,61,27
27_62,27,62,62,27
27_63,27,63,63,27
27_64,27,64,64,27
27_65,27,65,65,27
27_66,27,66,66,27
27_67,27,67,67,27
27_68,27,68,68,27
27_69,27,69,69,27
27_70,27,70,70,27
27_71,27,71,71,27
27_72,27,72,72,27
27_73,27,73,73,27
27_74,27,74,74,27
27_75,27,75,75,27
27_76,27,76,76,27
27_77,27,77,77,27
27_78,27,78,78,27
28_1,28,1,1,28
28_2,28,2,2,28
28_3,28,3,3,28
28_4,28,4,4,28
28_5,28,5,5,28
28_6,28,6,6,28
28_7,28,7,7,28
28_8,28,8,8,28
28_9,28,9,9,28
28_10,28,10,10,28
28_11,28,11,11,28
28_12,28,12,12,28
28_13,28,13,13,28
28_14,28,14,14,28
28_15,28,15,15,28
28_16,28,16,16,28
28_17,28,17,17,28
28_18,28,18,18,28
28_19,28,19,19,28
28_20,28,20,20,28
28_21,28,21,21,28
28_22,28,22,22,28
28_23,28,23,23,28
28_24,28,24,24,28
28_25,28,25,25,28
28_26,28,26,26,28
28_27,28,27,27,28
28_28,28,28,28,28
28_29,28,29,29,28
28_30,28,30,30,28
28_31,28,31,31,28
28_32,28,32,32,28
28_33,28,33,33,28
28_34,28,34,34,28
28_35,28,35,35,28
28_36,28,36,36,28
28_37,28,37,37,28
28_38,28,38,38,28
28_39,28,39,39,28
28_40,28,40,40,28
28_41,28,41,41,28
28_42,28,42,42,28
28_43,28,43,43,28
28_44,28,44,44,28
28_45,28,45,45,28
28_46,28,46,46,28
28_47,28,47,47,28
28_48,28,48,48,28
28_49,28,49,49,28
28_50,28,50,50,28
28_51,28,51,51,28
28_52,28,52,52,28
28_53,28,53,53,28
28_54,28,54,54,28
28_55,28,55,55,28
28_56,28,56,56,28
28_57,28,57,57,28
28_58,28,58,58,28
28_59,28,59,59,28
28_60,28,60,60,28
28_61,28,61,61,28
28_62,28,62,62,28
28_63,28,63,63,28
28_64,28,64,64,28
28_65,28,65,65,28
28_66,28,66,66,28
28_67,28,67,67,28
28_68,28,68,68,28
28_69,28,69,69,28
28_70,28,70,70,28
28_71,28,71,71,28
28_72,28,72,72,28
28_73,28,73,73,28
28_74,28,74,74,28
28_75,28,75,75,28
28_76,28,76,76,28
28_77,28,77,77,28
28_78,28,78,78,28
29_1,29,1,1,29
29_2,29,2,2,29
29_3,29,3,3,29
29_4,29,4,4,29
29_5,29,5,5,29
29_6,29,6,6,29
29_7,29,7,7,29
29_8,29,8,8,29
29_9,29,9,9,29
29_10,29,10,10,29
29_11,29,11,11,29
29_12,29,12,12,29
29_13,29,13,13,29
29_14,29,14,14,29
29_15,29,15,15,29
29_16,29,16,16,29
29_17,29,17,17,29
29_18,29,18,18,29
29_19,29,19,19,29
29_20,29,20,20,29
29_21,29,21,21,29
29_22,29,22,22,29
29_23,29,23,23,29
29_24,29,24,24,29
29_25,29,25,25,29
29_26,29,26,26,29
29_27,29,27,27,29
29_28,29,28,28,29
29_29,29,29,29,29
29_30,29,30,30,29
29_31,29,31,31,29
29_32,29,32,32,29
29_33,29,33,33,29
29_34,29,34,34,29
29_35,29,35,35,29
29_36,29,36,36,29
29_37,29,37,37,29
29_38,29,38,38,29
29_39,29,39,39,29
29_40,29,40,40,29
29_41,29,41,41,29
29_42,29,42,42,29
29_43,29,43,43,29
29_44,29,44,44,29
29_45,29,45,45,29
29_46,29,46,46,29
29_47,29,47,47,29
29_48,29,48,48,29
29_49,29,49,49,29
29_50,29,50,50,29
29_51,29,51,51,29
29_52,29,52,52,29
29_53,29,53,53,29
29_54,29,54,54,29
29_55,29,55,55,29
29_56,29,56,56,29
29_57,29,57,57,29
29_58,29,58,58,29
29_59,29,59,59,29
29_60,29,60,60,29
29_61,29,61,61,29
29_62,29,62,62,29
29_63,29,63,63,29
29_64,29,64,64,29
29_65,29,65,65,29
29_66,29,66,66,29
29_67,29,67,67,29
29_68,29,68,68,29
29_69,29,69,69,29
29_70,29,70,70,29
29_71,29,71,71,29
29_72,29,72,72,29
29_73,29,73,73,29
29_74,29,74,74,29
29_75,29,75,75,29
29_76,29,76,76,29
29_77,29,77,77,29
29_78,29,78,78,29
30_1,30,1,1,30
30_2,30,2,2,30
30_3,30,3,3,30
30_4,30,4,4,30
30_5,30,5,5,30
30_6,30,6,6,30
30_7,30,7,7,30
30_8,30,8,8,30
30_9,30,9,9,30
30_10,30,10,10,30
30_11,30,11,11,30
30_12,30,12,12,30
30_13,30,13,13,30
30_14,30,14,14,30
30_15,30,15,15,30
30_16,30,16,16,30
30_17,30,17,17,30
30_18,30,18,18,30
30_19,30,19,19,30
30_20,30,20,20,30
30_21,30,21,21,30
30_22,30,22,22,30
30_23,30,23,23,30
30_24,30,24,24,30
30_25,30,25,25,30
30_26,30,26,26,30
30_27,30,27,27,30
30_28,30,28,28,30
30_29,30,29,29,30
30_30,30,30,30,30
30_31,30,31,31,30
30_32,30,32,32,30
30_33,30,33,33,30
30_34,30,34,34,30
30_35,30,35,35,30
30_36,30,36,36,30
30_37,30,37,37,30
30_38,30,38,38,30
30_39,30,39,39,30
30_40,30,40,40,30
30_41,30,41,41,30
30_42,30,42,42,30
30_43,30,43,43,30
30_44,30,44,44,30
30_45,30,45,45,30
30_46,30,46,46,30
30_47,30,47,47,30
30_48,30,48,48,30
30_49,30,49,49,30
30_50,30,50,50,30
30_51,30,51,51,30
30_52,30,52,52,30
30_53,30,53,53,30
30_54,30,54,54,30
30_55,30,55,55,30
30_56,30,56,56,30
30_57,30,57,57,30
30_58,30,58,58,30
30_59,30,59,59,30
30_60,30,60,60,30
30_61,30,61,61,30
30_62,30,62,62,30
30_63,30,63,63,30
30_64,30,64,64,30
30_65,30,65,65,30
30_66,30,66,66,30
30_67,30,67,67,30
30_68,30,68,68,30
30_69,30,69,69,30
30_70,30,70,70,30
30_71,30,71,71,30
30_72,30,72,72,30
30_73,30,73,73,30
30_74,30,74,74,30
30_75,30,75,75,30
30_76,30,76,76,30
30_77,30,77,77,30
30_78,30,78,78,30
31_1,31,1,1,31
31_2,31,2,2,31
31_3,31,3,3,31
31_4,31,4,4,31
31_5,31,5,5,31
31_6,31,6,6,31
31_7,31,7,7,31
31_8,31,8,8,31
31_9,31,9,9,31
31_10,31,10,10,31
31_11,31,11,11,31
31_12,31,12,12,31
31_13,31,13,13,31
31_14,31,14,14,31
31_15,31,15,15,31
31_16,31,16,16,31
31_17,31,17,17,31
31_18,31,18,18,31
31_19,31,19,19,31
31_20,31,20,20,31
31_21,31,21,21,31
31_22,31,22,22,31
31_23,31,23,23,31
31_24,31,24,24,31
31_25,31,25,25,31
31_26,31,26,26,31
31_27,31,27,27,31
31_28,31,28,28,31
31_29,31,29,29,31
31_30,31,30,30,31
31_31,31,31,31,31
31_32,31,32,32,31
31_33,31,33,33,31
31_34,31,34,34,31
31_35,31,35,35,31
31_36,31,36,36,31
31_37,31,37,37,31
31_38,31,38,38,31
31_39,31,39,39,31
31_40,31,40,40,31
31_41,31,41,41,31
31_42,31,42,42,31
31_43,31,43,43,31
31_44,31,44,44,31
31_45,31,45,45,31
31_46,31,46,46,31
31_47,31,47,47,31
31_48,31,48,48,31
31_49,31,49,49,31
31_50,31,50,50,31
31_51,31,51,51,31
31_52,31,52,52,31
31_53,31,53,53,31
31_54,31,54,54,31
31_55,31,55,55,31
31_56,31,56,56,31
31_57,31,57,57,31
31_58,31,58,58,31
31_59,31,59,59,31
31_60,31,60,60,31
31_61,31,61,61,31
31_62,31,62,62,31
31_63,31,63,63,31
31_64,31,64,64,31
31_65,31,65,65,31
31_66,31,66,66,31
31_67,31,67,67,31
31_68,31,68,68,31
31_69,31,69,69,31
31_70,31,70,70,31
31_71,31,71,71,31
31_72,31,72,72,31
31_73,31,73,73,31
31_74,31,74,74,31
31_75,31,75,75,31
31_76,31,76,76,31
31_77,31,77,77,31
31_78,31,78,78,31
32_1,32,1,1,32
32_2,32,2,2,32
32_3,32,3,3,32
32_4,32,4,4,32
32_5,32,5,5,32
32_6,32,6,6,32
32_7,32,7,7,32
32_8,32,8,8,32
32_9,32,9,9,32
32_10,32,10,10,32
32_11,32,11,11,32
32_12,32,12,12,32
32_13,32,13,13,32
32_14,32,14,14,32
32_15,32,15,15,32
32_16,32,16,16,32
32_17,32,17,17,32
32_18,32,18,18,32
32_19,32,19,19,32
32_20,32,20,20,32
32_21,32,21,21,32
32_22,32,22,22,32
32_23,32,23,23,32
32_24,32,24,24,32
32_25,32,25,25,32
32_26,32,26,26,32
32_27,32,27,27,32
32_28,32,28,28,32
32_29,32,29,29,32
32_30,32,30,30,32
32_31,32,31,31,32
32_32,32,32,32,32
32_33,32,33,33,32
32_34,32,34,34,32
32_35,32,35,35,32
32_36,32,36,36,32
32_37,32,37,37,32
32_38,32,38,38,32
32_39,32,39,39,32
32_40,32,40,40,32
32_41,32,41,41,32
32_42,32,42,42,32
32_43,32,43,43,32
32_44,32,44,44,32
32_45,32,45,45,32
32_46,32,46,46,32
32_47,32,47,47,32
32_48,32,48,48,32
32_49,32,49,49,32
32_50,32,50,50,32
32_51,32,51,51,32
32_52,32,52,52,32
32_53,32,53,53,32
32_54,32,54,54,32
32_55,32,55,55,32
32_56,32,56,56,32
32_57,32,57,57,32
32_58,32,58,58,32
32_59,32,59,59,32
32_60,32,60,60,32
32_61,32,61,61,32
32_62,32,62,62,32
32_63,32,63,63,32
32_64,32,64,64,32
32_65,32,65,65,32
32_66,32,66,66,32
32_67,32,67,67,32
32_68,32,68,68,32
32_69,32,69,69,32
32_70,32,70,70,32
32_71,32,71,71,32
32_72,32,72,72,32
32_73,32,73,73,32
32_74,32,74,74,32
32_75,32,75,75,32
32_76,32,76,76,32
32_77,32,77,77,32
32_78,32,78,78,32
33_1,33,1,1,33
33_2,33,2,2,33
33_3,33,3,3,33
33_4,33,4,4,33
33_5,33,5,5,33
33_10,33,10,10,33
33_11,33,11,11,33
33_12,33,12,12,33
33_13,33,13,13,33
33_14,33,14,14,33
33_19,33,19,19,33
33_20,33,20,20,33
33_21,33,21,21,33
33_22,33,22,22,33
33_23,33,23,23,33
33_28,33,28,28,33
33_29,33,29,29,33
33_30,33,30,30,33
33_31,33,31,31,33
33_32,33,32,32,33
33_37,33,37,37,33
33_38,33,38,38,33
33_39,33,39,39,33
33_40,33,40,40,33
33_41,33,41,41,33
33_42,33,42,42,33
33_46,33,46,46,33
33_47,33,47,47,33
33_48,33,48,48,33
33_49,33,49,49,33
33_50,33,50,50,33
33_55,33,55,55,33
33_56,33,56,56,33
33_57,33,57,57,33
33_58,33,58,58,33
33_59,33,59,59,33
33_64,33,64,64,33
33_65,33,65,65,33
33_66,33,66,66,33
33_67,33,67,67,33
33_68,33,68,68,33
33_73,33,73,73,33
33_74,33,74,74,33
33_75,33,75,75,33
33_76,33,76,76,33
33_77,33,77,77,33
33_78,33,78,78,33
34_1,34,1,1,34
34_2,34,2,2,34
34_3,34,3,3,34
34_4,34,4,4,34
34_5,34,5,5,34
34_10,34,10,10,34
34_11,34,11,11,34
34_12,34,12,12,34
34_13,34,13,13,34
34_14,34,14,14,34
34_19,34,19,19,34
34_20,34,20,20,34
34_21,34,21,21,34
34_22,34,22,22,34
34_23,34,23,23,34
34_28,34,28,28,34
34_29,34,29,29,34
34_30,34,30,30,34
34_31,34,31,31,34
34_32,34,32,32,34
34_37,34,37,37,34
34_38,34,38,38,34
34_39,34,39,39,34
34_40,34,40,40,34
34_41,34,41,41,34
34_42,34,42,42,34
34_46,34,46,46,34
34_47,34,47,47,34
34_48,34,48,48,34
34_49,34,49,49,34
34_50,34,50,50,34
34_55,34,55,55,34
34_56,34,56,56,34
34_57,34,57,57,34
34_58,34,58,58,34
34_59,34,59,59,34
34_64,34,64,64,34
34_65,34,65,65,34
34_66,34,66,66,34
34_67,34,67,67,34
34_68,34,68,68,34
34_73,34,73,73,34
34_74,34,74,74,34
34_75,34,75,75,34
34_76,34,76,76,34
34_77,34,77,77,34
34_78,34,78,78,34
35_1,35,1,1,35
35_2,35,2,2,35
35_3,35,3,3,35
35_4,35,4,4,35
35_5,35,5,5,35
35_10,35,10,10,35
35_11,35,11,11,35
35_12,35,12,12,35
35_13,35,13,13,35
35_14,35,14,14,35
35_19,35,19,19,35
35_20,35,20,20,35
35_21,35,21,21,35
35_22,35,22,22,35
35_23,35,23,23,35
35_28,35,28,28,35
35_29,35,29,29,35
35_30,35,30,30,35
35_31,35,31,31,35
35_32,35,32,32,35
35_37,35,37,37,35
35_38,35,38,38,35
35_39,35,39,39,35
35_40,35,40,40,35
35_41,35,41,41,35
35_42,35,42,42,35
35_46,35,46,46,35
35_47,35,47,47,35
35_48,35,48,48,35
35_49,35,49,49,35
35_50,35,50,50,35
35_55,35,55,55,35
35_56,35,56,56,35
35_57,35,57,57,35
35_58,35,58,58,35
35_59,35,59,59,35
35_64,35,64,64,35
35_65,35,65,65,35
35_66,35,66,66,35
35_67,35,67,67,35
35_68,35,68,68,35
35_73,35,73,73,35
35_74,35,74,74,35
35_75,35,75,75,35
35_76,35,76,76,35
35_77,35,77,77,35
35_78,35,78,78,35
36_1,36,1,1,36
36_2,36,2,2,36
36_3,36,3,3,36
36_4,36,4,4,36
36_5,36,5,5,36
36_10,36,10,10,36
36_11,36,11,11,36
36_12,36,12,12,36
36_13,36,13,13,36
36_14,36,14,14,36
36_19,36,19,19,36
36_20,36,20,20,36
36_21,36,21,21,36
36_22,36,22,22,36
36_23,36,23,23,36
36_28,36,28,28,36
36_29,36,29,29,36
36_30,36,30,30,36
36_31,36,31,31,36
36_32,36,32,32,36
36_37,36,37,37,36
36_38,36,38,38,36
36_39,36,39,39,36
36_40,36,40,40,36
36_41,36,41,41,36
36_42,36,42,42,36
36_46,36,46,46,36
36_47,36,47,47,36
36_48,36,48,48,36
36_49,36,49,49,36
36_50,36,50,50,36
36_55,36,55,55,36
36_56,36,56,56,36
36_57,36,57,57,36
36_58,36,58,58,36
36_59,36,59,59,36
36_64,36,64,64,36
36_65,36,65,65,36
36_66,36,66,66,36
36_67,36,67,67,36
36_68,36,68,68,36
36_73,36,73,73,36
36_74,36,74,74,36
36_75,36,75,75,36
36_76,36,76,76,36
36_77,36,77,77,36
36_78,36,78,78,36
37_1,37,1,1,37
37_2,37,2,2,37
37_3,37,3,3,37
37_4,37,4,4,37
37_5,37,5,5,37
37_10,37,10,10,37
37_11,37,11,11,37
37_12,37,12,12,37
37_13,37,13,13,37
37_14,37,14,14,37
37_19,37,19,19,37
37_20,37,20,20,37
37_21,37,21,21,37
37_22,37,22,22,37
37_23,37,23,23,37
37_28,37,28,28,37
37_29,37,29,29,37
37_30,37,30,30,37
37_31,37,31,31,37
37_32,37,32,32,37
37_37,37,37,37,37
37_38,37,38,38,37
37_39,37,39,39,37
37_40,37,40,40,37
37_41,37,41,41,37
37_42,37,42,42,37
37_46,37,46,46,37
37_47,37,47,47,37
37_48,37,48,48,37
37_49,37,49,49,37
37_50,37,50,50,37
37_55,37,55,55,37
37_56,37,56,56,37
37_57,37,57,57,37
37_58,37,58,58,37
37_59,37,59,59,37
37_64,37,64,64,37
37_65,37,65,65,37
37_66,37,66,66,37
37_67,37,67,67,37
37_68,37,68,68,37
37_73,37,73,73,37
37_74,37,74,74,37
37_75,37,75,75,37
37_76,37,76,76,37
37_77,37,77,77,37
37_78,37,78,78,37
38_1,38,1,1,38
38_2,38,2,2,38
38_3,38,3,3,38
38_4,38,4,4,38
38_5,38,5,5,38
38_11,38,11,11,38
38_12,38,12,12,38
38_13,38,13,13,38
38_14,38,14,14,38
38_19,38,19,19,38
38_20,38,20,20,38
38_21,38,21,21,38
38_22,38,22,22,38
38_23,38,23,23,38
38_28,38,28,28,38
38_29,38,29,29,38
38_30,38,30,30,38
38_31,38,31,31,38
38_32,38,32,32,38
38_37,38,37,37,38
38_38,38,38,38,38
38_39,38,39,39,38
38_40,38,40,40,38
38_41,38,41,41,38
38_42,38,42,42,38
38_46,38,46,46,38
38_47,38,47,47,38
38_48,38,48,48,38
38_49,38,49,49,38
38_50,38,50,50,38
38_55,38,55,55,38
38_56,38,56,56,38
38_57,38,57,57,38
38_58,38,58,58,38
38_59,38,59,59,38
38_64,38,64,64,38
38_65,38,65,65,38
38_66,38,66,66,38
38_67,38,67,67,38
38_68,38,68,68,38
38_73,38,73,73,38
38_74,38,74,74,38
38_75,38,75,75,38
38_76,38,76,76,38
38_77,38,77,77,38
38_78,38,78,78,38
39_1,39,1,1,39
39_2,39,2,2,39
39_3,39,3,3,39
39_4,39,4,4,39
39_5,39,5,5,39
39_6,39,6,6,39
39_7,39,7,7,39
39_8,39,8,8,39
39_11,39,11,11,39
39_12,39,12,12,39
39_13,39,13,13,39
39_14,39,14,14,39
39_15,39,15,15,39
39_16,39,16,16,39
39_17,39,17,17,39
39_18,39,18,18,39
39_19,39,19,19,39
39_20,39,20,20,39
39_21,39,21,21,39
39_22,39,22,22,39
39_23,39,23,23,39
39_24,39,24,24,39
39_25,39,25,25,39
39_26,39,26,26,39
39_27,39,27,27,39
39_28,39,28,28,39
39_29,39,29,29,39
39_30,39,30,30,39
39_31,39,31,31,39
39_32,39,32,32,39
39_33,39,33,33,39
39_34,39,34,34,39
39_35,39,35,35,39
39_36,39,36,36,39
39_37,39,37,37,39
39_38,39,38,38,39
39_39,39,39,39,39
39_40,39,40,40,39
39_41,39,41,41,39
39_42,39,42,42,39
39_43,39,43,43,39
39_44,39,44,44,39
39_45,39,45,45,39
39_46,39,46,46,39
39_47,39,47,47,39
39_48,39,48,48,39
39_49,39,49,49,39
39_50,39,50,50,39
39_51,39,51,51,39
39_52,39,52,52,39
39_53,39,53,53,39
39_54,39,54,54,39
39_55,39,55,55,39
