from,to,cost
10_37,11_37,1
10_38,10_39,1
10_38,11_38,1
10_39,10_40,1
10_39,11_39,1
10_40,10_41,1
10_40,11_40,1
10_41,10_42,1
10_41,11_41,1
10_42,10_43,1
10_42,11_42,1
10_43,10_44,1
10_43,11_43,1
10_44,10_45,1
10_44,11_44,1
10_45,10_46,1
10_45,11_45,1
10_46,10_47,1
10_46,11_46,1
10_47,10_48,1
10_47,11_47,1
10_48,10_49,1
10_48,11_48,1
10_49,10_50,1
10_49,11_49,1
10_50,10_51,1
10_50,11_50,1
10_51,10_52,1
10_51,11_51,1
10_52,10_53,1
10_52,11_52,1
10_53,11_53,1
10_55,10_56,1
10_55,11_55,1
10_56,10_57,1
10_56,11_56,1
10_57,10_58,1
10_57,11_57,1
10_58,11_58,1
10_60,10_61,1
10_60,11_60,1
10_61,10_62,1
10_61,11_61,1
10_62,10_63,1
10_62,11_62,1
10_63,10_64,1
10_63,11_63,1
10_64,10_65,1
10_65,10_66,1
10_66,10_67,1
10_67,10_68,1
10_67,11_67,1
10_68,10_69,1
10_68,11_68,1
10_69,10_70,1
10_69,11_69,1
10_70,10_71,1
10_70,11_70,1
10_71,10_72,1
10_71,11_71,1
10_72,10_73,1
10_72,11_72,1
10_73,10_74,1
10_73,11_73,1
10_74,10_75,1
10_74,11_74,1
10_75,10_76,1
10_75,11_75,1
10_76,10_77,1
10_76,11_76,1
10_77,10_78,1
10_77,11_77,1
10_78,11_78,1
11_1,11_2,1
11_1,12_1,1
11_2,11_3,1
11_2,12_2,1
11_3,11_4,1
11_3,12_3,1
11_4,11_5,1
11_4,12_4,1
11_5,11_6,1
11_5,12_5,1
11_6,11_7,1
11_6,12_6,1
11_7,11_8,1
11_7,12_7,1
11_8,11_9,1
11_8,12_8,1
11_9,11_10,1
11_9,12_9,1
11_10,11_11,1
11_10,12_10,1
11_11,11_12,1
11_11,12_11,1
11_12,11_13,1
11_12,12_12,1
11_13,11_14,1
11_13,12_13,1
11_14,11_15,1
11_14,12_14,1
11_15,11_16,1
11_15,12_15,1
11_16,11_17,1
11_16,12_16,1
11_17,11_18,1
11_17,12_17,1
11_18,11_19,1
11_18,12_18,1
11_19,11_20,1
11_19,12_19,1
11_20,11_21,1
11_20,12_20,1
11_21,11_22,1
11_21,12_21,1
11_22,11_23,1
11_22,12_22,1
11_23,11_24,1
11_23,12_23,1
11_24,11_25,1
11_24,12_24,1
11_25,12_25,1
11_27,11_28,1
11_27,12_27,1
11_28,11_29,1
11_28,12_28,1
11_29,11_30,1
11_29,12_29,1
11_30,11_31,1
11_30,12_30,1
11_31,11_32,1
11_31,12_31,1
11_32,11_33,1
11_32,12_32,1
11_33,11_34,1
11_33,12_33,1
11_34,11_35,1
11_34,12_34,1
11_35,11_36,1
11_35,12_35,1
11_36,11_37,1
11_36,12_36,1
11_37,11_38,1
11_37,12_37,1
11_38,11_39,1
11_38,12_38,1
11_39,11_40,1
11_39,12_39,1
11_40,11_41,1
11_40,12_40,1
11_41,11_42,1
11_41,12_41,1
11_42,11_43,1
11_42,12_42,1
11_43,11_44,1
11_43,12_43,1
11_44,11_45,1
11_44,12_44,1
11_45,11_46,1
11_45,12_45,1
11_46,11_47,1
11_46,12_46,1
11_47,11_48,1
11_47,12_47,1
11_48,11_49,1
11_48,12_48,1
11_49,11_50,1
11_49,12_49,1
11_50,11_51,1
11_50,12_50,1
11_51,11_52,1
11_51,12_51,1
11_52,11_53,1
11_52,12_52,1
11_53,12_53,1
11_55,11_56,1
11_55,12_55,1
11_56,11_57,1
11_56,12_56,1
11_57,11_58,1
11_57,12_57,1
11_58,12_58,1
11_60,11_61,1
11_60,12_60,1
11_61,11_62,1
11_61,12_61,1
11_62,11_63,1
11_62,12_62,1
11_63,12_63,1
11_67,11_68,1
11_67,12_67,1
11_68,11_69,1
11_68,12_68,1
11_69,11_70,1
11_69,12_69,1
11_70,11_71,1
11_70,12_70,1
11_71,11_72,1
11_72,11_73,1
11_72,12_72,1
11_73,11_74,1
11_73,12_73,1
11_74,11_75,1
11_74,12_74,1
11_75,11_76,1
11_75,12_75,1
11_76,11_77,1
11_76,12_76,1
11_77,11_78,1
11_77,12_77,1
11_78,12_78,1
12_1,12_2,1
12_1,13_1,1
12_2,12_3,1
12_2,13_2,1
12_3,12_4,1
12_3,13_3,1
12_4,12_5,1
12_4,13_4,1
12_5,12_6,1
12_5,13_5,1
12_6,12_7,1
12_6,13_6,1
12_7,12_8,1
12_7,13_7,1
12_8,12_9,1
12_8,13_8,1
12_9,12_10,1
12_9,13_9,1
12_10,12_11,1
12_10,13_10,1
12_11,12_12,1
12_11,13_11,1
12_12,12_13,1
12_12,13_12,1
12_13,12_14,1
12_13,13_13,1
12_14,12_15,1
12_14,13_14,1
12_15,12_16,1
12_15,13_15,1
12_16,12_17,1
12_16,13_16,1
12_17,12_18,1
12_17,13_17,1
12_18,12_19,1
12_18,13_18,1
12_19,12_20,1
12_19,13_19,1
12_20,12_21,1
12_20,13_20,1
12_21,12_22,1
12_21,13_21,1
12_22,12_23,1
12_22,13_22,1
12_23,12_24,1
12_23,13_23,1
12_24,12_25,1
12_24,13_24,1
12_25,13_25,1
12_27,12_28,1
12_27,13_27,1
12_28,12_29,1
12_28,13_28,1
12_29,12_30,1
12_29,13_29,1
12_30,12_31,1
12_30,13_30,1
12_31,12_32,1
12_31,13_31,1
12_32,12_33,1
12_32,13_32,1
12_33,12_34,1
12_33,13_33,1
12_34,12_35,1
12_34,13_34,1
12_35,12_36,1
12_35,13_35,1
12_36,12_37,1
12_36,13_36,1
12_37,12_38,1
12_37,13_37,1
12_38,12_39,1
12_38,13_38,1
12_39,12_40,1
12_39,13_39,1
12_40,12_41,1
12_40,13_40,1
12_41,12_42,1
12_41,13_41,1
12_42,12_43,1
12_42,13_42,1
12_43,12_44,1
12_43,13_43,1
12_44,12_45,1
12_44,13_44,1
12_45,12_46,1
12_45,13_45,1
12_46,12_47,1
12_46,13_46,1
12_47,12_48,1
12_47,13_47,1
12_48,12_49,1
12_48,13_48,1
12_49,12_50,1
12_49,13_49,1
12_50,12_51,1
12_50,13_50,1
12_51,12_52,1
12_51,13_51,1
12_52,12_53,1
12_52,13_52,1
12_53,13_53,1
12_55,12_56,1
12_55,13_55,1
12_56,12_57,1
12_56,13_56,1
12_57,12_58,1
12_57,13_57,1
12_58,12_59,1
12_58,13_58,1
12_59,12_60,1
12_59,13_59,1
12_60,12_61,1
12_60,13_60,1
12_61,12_62,1
12_61,13_61,1
12_62,12_63,1
12_62,13_62,1
12_63,13_63,1
12_65,12_66,1
12_65,13_65,1
12_66,12_67,1
12_66,13_66,1
12_67,12_68,1
12_67,13_67,1
12_68,12_69,1
12_68,13_68,1
12_69,12_70,1
12_69,13_69,1
12_70,13_70,1
12_72,12_73,1
12_72,13_72,1
12_73,12_74,1
12_73,13_73,1
12_74,12_75,1
12_74,13_74,1
12_75,12_76,1
12_75,13_75,1
12_76,12_77,1
12_76,13_76,1
12_77,12_78,1
12_77,13_77,1
12_78,13_78,1
13_1,13_2,1
13_1,14_1,1
13_2,13_3,1
13_2,14_2,1
13_3,13_4,1
13_3,14_3,1
13_4,13_5,1
13_4,14_4,1
13_5,13_6,1
13_5,14_5,1
13_6,13_7,1
13_6,14_6,1
13_7,13_8,1
13_7,14_7,1
13_8,13_9,1
13_8,14_8,1
13_9,13_10,1
13_9,14_9,1
13_10,13_11,1
13_10,14_10,1
13_11,13_12,1
13_11,14_11,1
13_12,13_13,1
13_12,14_12,1
13_13,13_14,1
13_13,14_13,1
13_14,13_15,1
13_14,14_14,1
13_15,13_16,1
13_15,14_15,1
13_16,13_17,1
13_16,14_16,1
13_17,13_18,1
13_17,14_17,1
13_18,13_19,1
13_18,14_18,1
13_19,13_20,1
13_19,14_19,1
13_20,13_21,1
13_20,14_20,1
13_21,13_22,1
13_21,14_21,1
13_22,13_23,1
13_22,14_22,1
13_23,13_24,1
13_23,14_23,1
13_24,13_25,1
13_24,14_24,1
13_25,14_25,1
13_27,13_28,1
13_27,14_27,1
13_28,13_29,1
13_28,14_28,1
13_29,13_30,1
13_29,14_29,1
13_30,13_31,1
13_30,14_30,1
13_31,13_32,1
13_31,14_31,1
13_32,13_33,1
13_32,14_32,1
13_33,13_34,1
13_33,14_33,1
13_34,13_35,1
13_34,14_34,1
13_35,13_36,1
13_35,14_35,1
13_36,13_37,1
13_36,14_36,1
13_37,13_38,1
13_37,14_37,1
13_38,13_39,1
13_38,14_38,1
13_39,13_40,1
13_39,14_39,1
13_40,13_41,1
13_40,14_40,1
13_41,13_42,1
13_41,14_41,1
13_42,13_43,1
13_42,14_42,1
13_43,13_44,1
13_43,14_43,1
13_44,13_45,1
13_44,14_44,1
13_45,13_46,1
13_45,14_45,1
13_46,13_47,1
13_46,14_46,1
13_47,13_48,1
13_47,14_47,1
13_48,13_49,1
13_48,14_48,1
13_49,13_50,1
13_49,14_49,1
13_50,13_51,1
13_50,14_50,1
13_51,13_52,1
13_51,14_51,1
13_52,13_53,1
13_52,14_52,1
13_53,14_53,1
13_55,13_56,1
13_55,14_55,1
13_56,13_57,1
13_56,14_56,1
13_57,13_58,1
13_57,14_57,1
13_58,13_59,1
13_58,14_58,1
13_59,13_60,1
13_59,14_59,1
13_60,13_61,1
13_60,14_60,1
13_61,13_62,1
13_61,14_61,1
13_62,13_63,1
13_62,14_62,1
13_63,14_63,1
13_65,13_66,1
13_65,14_65,1
13_66,13_67,1
13_66,14_66,1
13_67,13_68,1
13_67,14_67,1
13_68,13_69,1
13_68,14_68,1
13_69,13_70,1
13_69,14_69,1
13_70,14_70,1
13_72,13_73,1
13_72,14_72,1
13_73,13_74,1
13_73,14_73,1
13_74,13_75,1
13_74,14_74,1
13_75,13_76,1
13_75,14_75,1
13_76,13_77,1
13_76,14_76,1
13_77,13_78,1
13_77,14_77,1
13_78,14_78,1
14_1,14_2,1
14_1,15_1,1
14_2,14_3,1
14_2,15_2,1
14_3,14_4,1
14_3,15_3,1
14_4,14_5,1
14_4,15_4,1
14_5,14_6,1
14_5,15_5,1
14_6,14_7,1
14_6,15_6,1
14_7,14_8,1
14_7,15_7,1
14_8,14_9,1
14_8,15_8,1
14_9,14_10,1
14_9,15_9,1
14_10,14_11,1
14_10,15_10,1
14_11,14_12,1
14_11,15_11,1
14_12,14_13,1
14_12,15_12,1
14_13,14_14,1
14_13,15_13,1
14_14,14_15,1
14_14,15_14,1
14_15,14_16,1
14_15,15_15,1
14_16,14_17,1
14_16,15_16,1
14_17,14_18,1
14_17,15_17,1
14_18,14_19,1
14_18,15_18,1
14_19,14_20,1
14_19,15_19,1
14_20,14_21,1
14_20,15_20,1
14_21,14_22,1
14_21,15_21,1
14_22,14_23,1
14_22,15_22,1
14_23,14_24,1
14_23,15_23,1
14_24,14_25,1
14_24,15_24,1
14_25,15_25,1
14_27,14_28,1
14_27,15_27,1
14_28,14_29,1
14_28,15_28,1
14_29,14_30,1
14_29,15_29,1
14_30,14_31,1
14_30,15_30,1
14_31,14_32,1
14_31,15_31,1
14_32,14_33,1
14_32,15_32,1
14_33,14_34,1
14_33,15_33,1
14_34,14_35,1
14_34,15_34,1
14_35,14_36,1
14_35,15_35,1
14_36,14_37,1
14_36,15_36,1
14_37,14_38,1
14_37,15_37,1
14_38,14_39,1
14_38,15_38,1
14_39,14_40,1
14_39,15_39,1
14_40,14_41,1
14_40,15_40,1
14_41,14_42,1
14_41,15_41,1
14_42,14_43,1
14_42,15_42,1
14_43,14_44,1
14_43,15_43,1
14_44,14_45,1
14_44,15_44,1
14_45,14_46,1
14_45,15_45,1
14_46,14_47,1
14_46,15_46,1
14_47,14_48,1
14_47,15_47,1
14_48,14_49,1
14_48,15_48,1
14_49,14_50,1
14_49,15_49,1
14_50,14_51,1
14_50,15_50,1
14_51,14_52,1
14_51,15_51,1
14_52,14_53,1
14_52,15_52,1
14_53,15_53,1
14_55,14_56,1
14_55,15_55,1
14_56,14_57,1
14_56,15_56,1
14_57,14_58,1
14_57,15_57,1
14_58,14_59,1
14_58,15_58,1
14_59,14_60,1
14_59,15_59,1
14_60,14_61,1
14_60,15_60,1
14_61,14_62,1
14_61,15_61,1
14_62,14_63,1
14_62,15_62,1
14_63,15_63,1
14_65,14_66,1
14_65,15_65,1
14_66,14_67,1
14_66,15_66,1
14_67,14_68,1
14_67,15_67,1
14_68,14_69,1
14_68,15_68,1
14_69,14_70,1
14_69,15_69,1
14_70,15_70,1
14_72,14_73,1
14_72,15_72,1
14_73,14_74,1
14_73,15_73,1
14_74,14_75,1
14_74,15_74,1
14_75,14_76,1
14_75,15_75,1
14_76,14_77,1
14_76,15_76,1
14_77,14_78,1
14_77,15_77,1
14_78,15_78,1
15_1,15_2,1
15_1,16_1,1
15_2,15_3,1
15_2,16_2,1
15_3,15_4,1
15_3,16_3,1
15_4,15_5,1
15_4,16_4,1
15_5,15_6,1
15_5,16_5,1
15_6,15_7,1
15_6,16_6,1
15_7,15_8,1
15_7,16_7,1
15_8,15_9,1
15_8,16_8,1
15_9,15_10,1
15_9,16_9,1
15_10,15_11,1
15_10,16_10,1
15_11,15_12,1
15_12,15_13,1
15_13,15_14,1
15_14,15_15,1
15_15,15_16,1
15_16,15_17,1
15_16,16_16,1
15_17,15_18,1
15_17,16_17,1
15_18,15_19,1
15_18,16_18,1
15_19,15_20,1
15_19,16_19,1
15_20,15_21,1
15_20,16_20,1
15_21,15_22,1
15_21,16_21,1
15_22,15_23,1
15_22,16_22,1
15_23,15_24,1
15_23,16_23,1
15_24,15_25,1
15_24,16_24,1
15_25,16_25,1
15_27,15_28,1
15_27,16_27,1
15_28,15_29,1
15_28,16_28,1
15_29,15_30,1
15_29,16_29,1
15_30,15_31,1
15_30,16_30,1
15_31,15_32,1
15_31,16_31,1
15_32,15_33,1
15_32,16_32,1
15_33,15_34,1
15_33,16_33,1
15_34,15_35,1
15_34,16_34,1
15_35,15_36,1
15_35,16_35,1
15_36,15_37,1
15_36,16_36,1
15_37,15_38,1
15_37,16_37,1
15_38,15_39,1
15_38,16_38,1
15_39,15_40,1
15_39,16_39,1
15_40,15_41,1
15_40,16_40,1
15_41,15_42,1
15_41,16_41,1
15_42,15_43,1
15_42,16_42,1
15_43,15_44,1
15_43,16_43,1
15_44,15_45,1
15_44,16_44,1
15_45,15_46,1
15_45,16_45,1
15_46,15_47,1
15_46,16_46,1
15_47,15_48,1
15_47,16_47,1
15_48,15_49,1
15_48,16_48,1
15_49,15_50,1
15_49,16_49,1
15_50,15_51,1
15_50,16_50,1
15_51,15_52,1
15_51,16_51,1
15_52,15_53,1
15_52,16_52,1
15_53,16_53,1
15_55,15_56,1
15_55,16_55,1
15_56,15_57,1
15_56,16_56,1
15_57,15_58,1
15_57,16_57,1
15_58,15_59,1
15_58,16_58,1
15_59,15_60,1
15_59,16_59,1
15_60,15_61,1
15_60,16_60,1
15_61,15_62,1
15_61,16_61,1
15_62,15_63,1
15_62,16_62,1
15_63,15_64,1
15_63,16_63,1
15_64,15_65,1
15_64,16_64,1
15_65,15_66,1
15_65,16_65,1
15_66,15_67,1
15_66,16_66,1
15_67,15_68,1
15_67,16_67,1
15_68,15_69,1
15_68,16_68,1
15_69,15_70,1
15_69,16_69,1
15_70,16_70,1
15_72,15_73,1
15_72,16_72,1
15_73,15_74,1
15_73,16_73,1
15_74,15_75,1
15_74,16_74,1
15_75,15_76,1
15_75,16_75,1
15_76,15_77,1
15_76,16_76,1
15_77,15_78,1
15_77,16_77,1
15_78,16_78,1
16_1,16_2,1
16_1,17_1,1
16_2,16_3,1
16_2,17_2,1
16_3,16_4,1
16_3,17_3,1
16_4,16_5,1
16_4,17_4,1
16_5,16_6,1
16_5,17_5,1
16_6,16_7,1
16_6,17_6,1
16_7,16_8,1
16_7,17_7,1
16_8,16_9,1
16_8,17_8,1
16_9,16_10,1
16_9,17_9,1
16_10,17_10,1
16_16,16_17,1
16_16,17_16,1
16_17,16_18,1
16_17,17_17,1
16_18,16_19,1
16_18,17_18,1
16_19,16_20,1
16_19,17_19,1
16_20,16_21,1
16_20,17_20,1
16_21,16_22,1
16_21,17_21,1
16_22,16_23,1
16_22,17_22,1
16_23,16_24,1
16_23,17_23,1
16_24,16_25,1
16_24,17_24,1
16_25,17_25,1
16_27,16_28,1
16_27,17_27,1
16_28,16_29,1
16_28,17_28,1
16_29,16_30,1
16_29,17_29,1
16_30,16_31,1
16_30,17_30,1
16_31,16_32,1
16_31,17_31,1
16_32,16_33,1
16_32,17_32,1
16_33,16_34,1
16_34,16_35,1
16_35,16_36,1
16_36,16_37,1
16_36,17_36,1
16_37,16_38,1
16_37,17_37,1
16_38,16_39,1
16_38,17_38,1
16_39,16_40,1
16_39,17_39,1
16_40,16_41,1
16_40,17_40,1
16_41,16_42,1
16_41,17_41,1
16_42,16_43,1
16_42,17_42,1
16_43,16_44,1
16_43,17_43,1
16_44,16_45,1
16_44,17_44,1
16_45,16_46,1
16_45,17_45,1
16_46,16_47,1
16_46,17_46,1
16_47,16_48,1
16_47,17_47,1
16_48,16_49,1
16_48,17_48,1
16_49,16_50,1
16_50,16_51,1
16_51,16_52,1
16_52,16_53,1
16_55,16_56,1
16_55,17_55,1
16_56,16_57,1
16_56,17_56,1
16_57,16_58,1
16_57,17_57,1
16_58,16_59,1
16_58,17_58,1
16_59,16_60,1
16_59,17_59,1
16_60,16_61,1
16_61,16_62,1
16_61,17_61,1
16_62,16_63,1
16_62,17_62,1
16_63,16_64,1
16_63,17_63,1
16_64,16_65,1
16_64,17_64,1
16_65,16_66,1
16_65,17_65,1
16_66,16_67,1
16_66,17_66,1
16_67,16_68,1
16_67,17_67,1
16_68,16_69,1
16_68,17_68,1
16_69,16_70,1
16_69,17_69,1
16_70,17_70,1
16_72,16_73,1
16_72,17_72,1
16_73,16_74,1
16_73,17_73,1
16_74,16_75,1
16_74,17_74,1
16_75,16_76,1
16_75,17_75,1
16_76,16_77,1
16_76,17_76,1
16_77,16_78,1
16_77,17_77,1
16_78,17_78,1
17_1,17_2,1
17_1,18_1,1
17_2,17_3,1
17_2,18_2,1
17_3,17_4,1
17_3,18_3,1
17_4,17_5,1
17_4,18_4,1
17_5,17_6,1
17_5,18_5,1
17_6,17_7,1
17_6,18_6,1
17_7,17_8,1
17_7,18_7,1
17_8,17_9,1
17_8,18_8,1
17_9,17_10,1
17_9,18_9,1
17_10,17_11,1
17_10,18_10,1
17_11,17_12,1
17_11,18_11,1
17_12,17_13,1
17_12,18_12,1
17_13,17_14,1
17_13,18_13,1
17_14,17_15,1
17_14,18_14,1
17_15,17_16,1
17_15,18_15,1
17_16,17_17,1
17_16,18_16,1
17_17,17_18,1
17_17,18_17,1
17_18,17_19,1
17_18,18_18,1
17_19,17_20,1
17_19,18_19,1
17_20,17_21,1
17_20,18_20,1
17_21,17_22,1
17_21,18_21,1
17_22,17_23,1
17_22,18_22,1
17_23,17_24,1
17_23,18_23,1
17_24,17_25,1
17_24,18_24,1
17_25,18_25,1
17_27,17_28,1
17_27,18_27,1
17_28,17_29,1
17_28,18_28,1
17_29,17_30,1
17_29,18_29,1
17_30,17_31,1
17_30,18_30,1
17_31,17_32,1
17_31,18_31,1
17_32,18_32,1
17_36,17_37,1
17_36,18_36,1
17_37,17_38,1
17_37,18_37,1
17_38,17_39,1
17_38,18_38,1
17_39,17_40,1
17_39,18_39,1
17_40,17_41,1
17_40,18_40,1
17_41,17_42,1
17_41,18_41,1
17_42,17_43,1
17_42,18_42,1
17_43,17_44,1
17_43,18_43,1
17_44,17_45,1
17_44,18_44,1
17_45,17_46,1
17_45,18_45,1
17_46,17_47,1
17_46,18_46,1
17_47,17_48,1
17_47,18_47,1
17_48,18_48,1
17_55,17_56,1
17_55,18_55,1
17_56,17_57,1
17_56,18_56,1
17_57,17_58,1
17_57,18_57,1
17_58,17_59,1
17_58,18_58,1
17_59,18_59,1
17_61,17_62,1
17_61,18_61,1
17_62,17_63,1
17_62,18_62,1
17_63,17_64,1
17_63,18_63,1
17_64,17_65,1
17_64,18_64,1
17_65,17_66,1
17_65,18_65,1
17_66,17_67,1
17_66,18_66,1
17_67,17_68,1
17_67,18_67,1
17_68,17_69,1
17_68,18_68,1
17_69,17_70,1
17_69,18_69,1
17_70,18_70,1
17_72,17_73,1
17_72,18_72,1
17_73,17_74,1
17_73,18_73,1
17_74,17_75,1
17_74,18_74,1
17_75,17_76,1
17_75,18_75,1
17_76,17_77,1
17_76,18_76,1
17_77,17_78,1
17_77,18_77,1
17_78,18_78,1
18_1,18_2,1
18_1,19_1,1
18_2,18_3,1
18_2,19_2,1
18_3,18_4,1
18_3,19_3,1
18_4,18_5,1
18_4,19_4,1
18_5,18_6,1
18_5,19_5,1
18_6,18_7,1
18_6,19_6,1
18_7,18_8,1
18_7,19_7,1
18_8,18_9,1
18_8,19_8,1
18_9,18_10,1
18_9,19_9,1
18_10,18_11,1
18_10,19_10,1
18_11,18_12,1
18_11,19_11,1
18_12,18_13,1
18_12,19_12,1
18_13,18_14,1
18_13,19_13,1
18_14,18_15,1
18_14,19_14,1
18_15,18_16,1
18_15,19_15,1
18_16,18_17,1
18_16,19_16,1
18_17,18_18,1
18_17,19_17,1
18_18,18_19,1
18_18,19_18,1
18_19,18_20,1
18_19,19_19,1
18_20,18_21,1
18_20,19_20,1
18_21,18_22,1
18_21,19_21,1
18_22,18_23,1
18_22,19_22,1
18_23,18_24,1
18_23,19_23,1
18_24,18_25,1
18_24,19_24,1
18_25,18_26,1
18_25,19_25,1
18_26,18_27,1
18_26,19_26,1
18_27,18_28,1
18_27,19_27,1
18_28,18_29,1
18_28,19_28,1
18_29,18_30,1
18_29,19_29,1
18_30,18_31,1
18_30,19_30,1
18_31,18_32,1
18_31,19_31,1
18_32,19_32,1
18_34,18_35,1
18_34,19_34,1
18_35,18_36,1
18_35,19_35,1
18_36,18_37,1
18_36,19_36,1
18_37,18_38,1
18_37,19_37,1
18_38,18_39,1
18_38,19_38,1
18_39,18_40,1
18_39,19_39,1
18_40,18_41,1
18_40,19_40,1
18_41,18_42,1
18_41,19_41,1
18_42,18_43,1
18_42,19_42,1
18_43,18_44,1
18_43,19_43,1
18_44,18_45,1
18_44,19_44,1
18_45,18_46,1
18_45,19_45,1
18_46,18_47,1
18_46,19_46,1
18_47,18_48,1
18_47,19_47,1
18_48,19_48,1
18_50,18_51,1
18_50,19_50,1
18_51,18_52,1
18_51,19_51,1
18_52,18_53,1
18_52,19_52,1
18_53,18_54,1
18_53,19_53,1
18_54,18_55,1
18_54,19_54,1
18_55,18_56,1
18_55,19_55,1
18_56,18_57,1
18_56,19_56,1
18_57,18_58,1
18_57,19_57,1
18_58,18_59,1
18_58,19_58,1
18_59,19_59,1
18_61,18_62,1
18_61,19_61,1
18_62,18_63,1
18_62,19_62,1
18_63,18_64,1
18_63,19_63,1
18_64,18_65,1
18_64,19_64,1
18_65,18_66,1
18_65,19_65,1
18_66,18_67,1
18_66,19_66,1
18_67,18_68,1
18_67,19_67,1
18_68,18_69,1
18_68,19_68,1
18_69,18_70,1
18_69,19_69,1
18_70,19_70,1
18_72,18_73,1
18_72,19_72,1
18_73,18_74,1
18_73,19_73,1
18_74,18_75,1
18_74,19_74,1
18_75,18_76,1
18_75,19_75,1
18_76,18_77,1
18_76,19_76,1
18_77,18_78,1
18_77,19_77,1
18_78,19_78,1
19_1,19_2,1
19_1,20_1,1
19_2,19_3,1
19_2,20_2,1
19_3,19_4,1
19_3,20_3,1
19_4,19_5,1
19_4,20_4,1
19_5,19_6,1
19_5,20_5,1
19_6,19_7,1
19_6,20_6,1
19_7,19_8,1
19_7,20_7,1
19_8,19_9,1
19_8,20_8,1
19_9,19_10,1
19_9,20_9,1
19_10,19_11,1
19_10,20_10,1
19_11,19_12,1
19_11,20_11,1
19_12,19_13,1
19_12,20_12,1
19_13,19_14,1
19_13,20_13,1
19_14,19_15,1
19_14,20_14,1
19_15,19_16,1
19_16,19_17,1
19_16,20_16,1
19_17,19_18,1
19_17,20_17,1
19_18,19_19,1
19_18,20_18,1
19_19,19_20,1
19_19,20_19,1
19_20,19_21,1
19_20,20_20,1
19_21,19_22,1
19_21,20_21,1
19_22,19_23,1
19_22,20_22,1
19_23,19_24,1
19_23,20_23,1
19_24,19_25,1
19_24,20_24,1
19_25,19_26,1
19_25,20_25,1
19_26,19_27,1
19_26,20_26,1
19_27,19_28,1
19_27,20_27,1
19_28,19_29,1
19_28,20_28,1
19_29,19_30,1
19_29,20_29,1
19_30,19_31,1
19_30,20_30,1
19_31,19_32,1
19_31,20_31,1
19_32,20_32,1
19_34,19_35,1
19_34,20_34,1
19_35,19_36,1
19_35,20_35,1
19_36,19_37,1
19_36,20_36,1
19_37,19_38,1
19_37,20_37,1
19_38,19_39,1
19_38,20_38,1
19_39,19_40,1
19_39,20_39,1
19_40,19_41,1
19_40,20_40,1
19_41,19_42,1
19_41,20_41,1
19_42,19_43,1
19_42,20_42,1
19_43,19_44,1
19_43,20_43,1
19_44,19_45,1
19_44,20_44,1
19_45,19_46,1
19_45,20_45,1
19_46,19_47,1
19_46,20_46,1
19_47,19_48,1
19_47,20_47,1
19_48,20_48,1
19_50,19_51,1
19_50,20_50,1
19_51,19_52,1
19_51,20_51,1
19_52,19_53,1
19_52,20_52,1
19_53,19_54,1
19_53,20_53,1
19_54,19_55,1
19_54,20_54,1
19_55,19_56,1
19_55,20_55,1
19_56,19_57,1
19_56,20_56,1
19_57,19_58,1
19_57,20_57,1
19_58,19_59,1
19_58,20_58,1
19_59,20_59,1
19_61,19_62,1
19_61,20_61,1
19_62,19_63,1
19_62,20_62,1
19_63,19_64,1
19_63,20_63,1
19_64,19_65,1
19_64,20_64,1
19_65,19_66,1
19_65,20_65,1
19_66,19_67,1
19_66,20_66,1
19_67,19_68,1
19_67,20_67,1
19_68,19_69,1
19_68,20_68,1
19_69,19_70,1
19_69,20_69,1
19_70,19_71,1
19_70,20_70,1
19_71,19_72,1
19_71,20_71,1
19_72,19_73,1
19_72,20_72,1
19_73,19_74,1
19_73,20_73,1
19_74,19_75,1
19_74,20_74,1
19_75,19_76,1
19_75,20_75,1
19_76,19_77,1
19_76,20_76,1
19_77,19_78,1
19_77,20_77,1
19_78,20_78,1
20_1,20_2,1
20_1,21_1,1
20_2,20_3,1
20_2,21_2,1
20_3,20_4,1
20_3,21_3,1
20_4,20_5,1
20_4,21_4,1
20_5,20_6,1
20_5,21_5,1
20_6,20_7,1
20_6,21_6,1
20_7,20_8,1
20_7,21_7,1
20_8,20_9,1
20_8,21_8,1
20_9,20_10,1
20_9,21_9,1
20_10,20_11,1
20_10,21_10,1
20_11,20_12,1
20_11,21_11,1
20_12,20_13,1
20_12,21_12,1
20_13,20_14,1
20_13,21_13,1
20_14,21_14,1
20_16,20_17,1
20_16,21_16,1
20_17,20_18,1
20_17,21_17,1
20_18,20_19,1
20_18,21_18,1
20_19,20_20,1
20_19,21_19,1
20_20,20_21,1
20_20,21_20,1
20_21,20_22,1
20_21,21_21,1
20_22,20_23,1
20_22,21_22,1
20_23,20_24,1
20_23,21_23,1
20_24,20_25,1
20_24,21_24,1
20_25,20_26,1
20_25,21_25,1
20_26,20_27,1
20_26,21_26,1
20_27,20_28,1
20_27,21_27,1
20_28,20_29,1
20_28,21_28,1
20_29,20_30,1
20_29,21_29,1
20_30,20_31,1
20_30,21_30,1
20_31,20_32,1
20_31,21_31,1
20_32,20_33,1
20_32,21_32,1
20_33,20_34,1
20_33,21_33,1
20_34,20_35,1
20_34,21_34,1
20_35,20_36,1
20_36,20_37,1
20_36,21_36,1
20_37,20_38,1
20_37,21_37,1
20_38,20_39,1
20_38,21_38,1
20_39,20_40,1
20_39,21_39,1
20_40,20_41,1
20_40,21_40,1
20_41,20_42,1
20_41,21_41,1
