from,to,cost
35_10,35_11,1
35_11,36_11,1
35_13,35_14,1
35_14,35_15,1
35_17,35_18,1
35_18,35_19,1
35_21,36_21,1
35_23,36_23,1
35_25,35_26,1
35_26,35_27,1
35_27,36_27,1
35_29,36_29,1
35_31,35_32,1
35_31,36_31,1
35_32,35_33,1
35_33,35_34,1
35_34,35_35,1
35_35,36_35,1
35_37,36_37,1
35_39,36_39,1
35_41,36_41,1
35_43,35_44,1
35_44,35_45,1
35_45,36_45,1
35_47,36_47,1
35_49,36_49,1
35_51,35_52,1
35_51,36_51,1
35_52,35_53,1
35_55,35_56,1
35_56,35_57,1
35_59,35_60,1
35_60,35_61,1
35_61,36_61,1
35_65,36_65,1
35_67,36_67,1
35_69,35_70,1
35_69,36_69,1
35_70,35_71,1
35_73,35_74,1
35_73,36_73,1
35_74,35_75,1
35_77,35_78,1
35_77,36_77,1
35_78,35_79,1
36_1,37_1,1
36_7,37_7,1
36_11,37_11,1
36_21,37_21,1
36_23,37_23,1
36_27,37_27,1
36_29,37_29,1
36_31,37_31,1
36_35,37_35,1
36_37,37_37,1
36_39,37_39,1
36_41,37_41,1
36_45,37_45,1
36_47,37_47,1
36_49,37_49,1
36_51,37_51,1
36_61,37_61,1
36_65,37_65,1
36_67,37_67,1
36_69,37_69,1
36_73,37_73,1
36_77,37_77,1
37_1,37_2,1
37_1,38_1,1
37_2,37_3,1
37_5,37_6,1
37_5,38_5,1
37_6,37_7,1
37_7,37_8,1
37_8,37_9,1
37_9,38_9,1
37_11,37_12,1
37_12,37_13,1
37_13,38_13,1
37_15,37_16,1
37_15,38_15,1
37_16,37_17,1
37_17,38_17,1
37_19,37_20,1
37_19,38_19,1
37_20,37_21,1
37_23,37_24,1
37_24,37_25,1
37_25,38_25,1
37_27,38_27,1
37_29,37_30,1
37_30,37_31,1
37_33,38_33,1
37_35,38_35,1
37_37,38_37,1
37_41,37_42,1
37_42,37_43,1
37_43,38_43,1
37_45,38_45,1
37_47,38_47,1
37_49,38_49,1
37_51,38_51,1
37_53,37_54,1
37_53,38_53,1
37_54,37_55,1
37_55,37_56,1
37_56,37_57,1
37_57,37_58,1
37_58,37_59,1
37_59,38_59,1
37_61,37_62,1
37_61,38_61,1
37_62,37_63,1
37_63,37_64,1
37_64,37_65,1
37_69,37_70,1
37_69,38_69,1
37_70,37_71,1
37_71,37_72,1
37_72,37_73,1
37_73,37_74,1
37_74,37_75,1
37_77,37_78,1
37_78,37_79,1
37_79,38_79,1
38_1,39_1,1
38_5,39_5,1
38_9,39_9,1
38_13,39_13,1
38_15,39_15,1
38_17,39_17,1
38_19,39_19,1
38_25,39_25,1
38_27,39_27,1
38_33,39_33,1
38_35,39_35,1
38_37,39_37,1
38_43,39_43,1
38_45,39_45,1
38_47,39_47,1
38_49,39_49,1
38_51,39_51,1
38_53,39_53,1
38_59,39_59,1
38_61,39_61,1
38_69,39_69,1
38_79,39_79,1
39_1,40_1,1
39_3,39_4,1
39_3,40_3,1
39_4,39_5,1
39_7,39_8,1
39_7,40_7,1
39_8,39_9,1
39_11,39_12,1
39_11,40_11,1
39_12,39_13,1
39_15,40_15,1
39_17,40_17,1
39_19,40_19,1
39_21,39_22,1
39_21,40_21,1
39_22,39_23,1
39_23,39_24,1
39_24,39_25,1
39_27,39_28,1
39_27,40_27,1
39_28,39_29,1
39_29,39_30,1
39_30,39_31,1
39_31,39_32,1
39_31,40_31,1
39_32,39_33,1
39_35,40_35,1
39_37,39_38,1
39_38,39_39,1
39_39,39_40,1
39_40,39_41,1
39_41,39_42,1
39_42,39_43,1
39_45,40_45,1
39_47,39_48,1
39_47,40_47,1
39_48,39_49,1
39_51,39_52,1
39_52,39_53,1
39_53,39_54,1
39_54,39_55,1
39_57,39_58,1
39_57,40_57,1
39_58,39_59,1
39_61,39_62,1
39_62,39_63,1
39_63,40_63,1
39_65,39_66,1
39_65,40_65,1
39_66,39_67,1
39_67,40_67,1
39_71,39_72,1
39_71,40_71,1
39_72,39_73,1
39_73,39_74,1
39_74,39_75,1
39_75,39_76,1
39_76,39_77,1
39_77,39_78,1
39_78,39_79,1
39_79,40_79,1
40_1,41_1,1
40_3,41_3,1
40_7,41_7,1
40_11,41_11,1
40_15,41_15,1
40_17,41_17,1
40_19,41_19,1
40_21,41_21,1
40_27,41_27,1
40_31,41_31,1
40_35,41_35,1
40_45,41_45,1
40_47,41_47,1
40_57,41_57,1
40_63,41_63,1
40_65,41_65,1
40_67,41_67,1
40_71,41_71,1
40_79,41_79,1
41_1,41_2,1
41_1,42_1,1
41_2,41_3,1
41_5,41_6,1
41_5,42_5,1
41_6,41_7,1
41_9,41_10,1
41_9,42_9,1
41_10,41_11,1
41_13,41_14,1
41_13,42_13,1
41_14,41_15,1
41_17,41_18,1
41_18,41_19,1
41_19,42_19,1
41_21,42_21,1
41_23,42_23,1
41_25,41_26,1
41_25,42_25,1
41_26,41_27,1
41_29,42_29,1
41_31,41_32,1
41_32,41_33,1
41_33,41_34,1
41_34,41_35,1
41_35,41_36,1
41_36,41_37,1
41_37,41_38,1
41_37,42_37,1
41_38,41_39,1
41_41,41_42,1
41_41,42_41,1
41_42,41_43,1
41_43,42_43,1
41_45,41_46,1
41_46,41_47,1
41_47,42_47,1
41_49,41_50,1
41_49,42_49,1
41_50,41_51,1
41_51,41_52,1
41_52,41_53,1
41_53,42_53,1
41_55,41_56,1
41_55,42_55,1
41_56,41_57,1
41_59,41_60,1
41_59,42_59,1
41_60,41_61,1
41_63,42_63,1
41_65,42_65,1
41_67,41_68,1
41_68,41_69,1
41_69,41_70,1
41_70,41_71,1
41_73,41_74,1
41_74,41_75,1
41_75,41_76,1
41_75,42_75,1
41_76,41_77,1
41_79,42_79,1
42_1,43_1,1
42_5,43_5,1
42_9,43_9,1
42_13,43_13,1
42_19,43_19,1
42_21,43_21,1
42_23,43_23,1
42_25,43_25,1
42_29,43_29,1
42_37,43_37,1
42_41,43_41,1
42_43,43_43,1
42_47,43_47,1
42_49,43_49,1
42_53,43_53,1
42_55,43_55,1
42_59,43_59,1
42_63,43_63,1
42_65,43_65,1
42_75,43_75,1
42_79,43_79,1
43_1,44_1,1
43_3,43_4,1
43_3,44_3,1
43_4,43_5,1
43_7,44_7,1
43_9,43_10,1
43_10,43_11,1
43_11,44_11,1
43_13,44_13,1
43_15,43_16,1
43_16,43_17,1
43_17,43_18,1
43_18,43_19,1
43_19,44_19,1
43_21,44_21,1
43_23,43_24,1
43_23,44_23,1
43_24,43_25,1
43_27,43_28,1
43_27,44_27,1
43_28,43_29,1
43_29,43_30,1
43_29,44_29,1
43_30,43_31,1
43_33,43_34,1
43_33,44_33,1
43_34,43_35,1
43_35,44_35,1
43_39,43_40,1
43_39,44_39,1
43_40,43_41,1
43_43,43_44,1
43_44,43_45,1
43_45,44_45,1
43_47,44_47,1
43_49,44_49,1
43_51,43_52,1
43_51,44_51,1
43_52,43_53,1
43_55,44_55,1
43_57,43_58,1
43_58,43_59,1
43_59,43_60,1
43_60,43_61,1
43_61,44_61,1
43_63,43_64,1
43_64,43_65,1
43_67,43_68,1
43_67,44_67,1
43_68,43_69,1
43_69,43_70,1
43_70,43_71,1
43_71,43_72,1
43_72,43_73,1
43_73,43_74,1
43_73,44_73,1
43_74,43_75,1
43_75,44_75,1
43_77,43_78,1
43_77,44_77,1
43_78,43_79,1
44_1,45_1,1
44_3,45_3,1
44_7,45_7,1
44_11,45_11,1
44_13,45_13,1
44_19,45_19,1
44_21,45_21,1
44_23,45_23,1
44_27,45_27,1
44_29,45_29,1
44_33,45_33,1
44_35,45_35,1
44_39,45_39,1
44_45,45_45,1
44_47,45_47,1
44_49,45_49,1
44_51,45_51,1
44_55,45_55,1
44_61,45_61,1
44_67,45_67,1
44_73,45_73,1
44_75,45_75,1
44_77,45_77,1
45_3,46_3,1
45_5,46_5,1
45_7,45_8,1
45_7,46_7,1
45_8,45_9,1
45_9,46_9,1
45_11,46_11,1
45_13,45_14,1
45_13,46_13,1
45_14,45_15,1
45_15,45_16,1
45_16,45_17,1
45_17,46_17,1
45_19,46_19,1
45_21,46_21,1
45_23,45_24,1
45_24,45_25,1
45_25,46_25,1
45_27,46_27,1
45_29,46_29,1
45_31,45_32,1
45_31,46_31,1
45_32,45_33,1
45_35,45_36,1
45_36,45_37,1
45_37,46_37,1
45_39,46_39,1
45_41,46_41,1
45_43,45_44,1
45_43,46_43,1
45_44,45_45,1
45_49,46_49,1
45_51,45_52,1
45_52,45_53,1
45_53,46_53,1
45_55,45_56,1
45_56,45_57,1
45_57,45_58,1
45_58,45_59,1
45_59,46_59,1
45_61,45_62,1
45_62,45_63,1
45_63,45_64,1
45_63,46_63,1
45_64,45_65,1
45_65,46_65,1
45_67,46_67,1
45_69,45_70,1
45_69,46_69,1
45_70,45_71,1
45_71,45_72,1
45_72,45_73,1
45_77,45_78,1
45_78,45_79,1
45_79,46_79,1
46_3,47_3,1
46_5,47_5,1
46_7,47_7,1
46_9,47_9,1
46_11,47_11,1
46_13,47_13,1
46_17,47_17,1
46_19,47_19,1
46_21,47_21,1
46_25,47_25,1
46_27,47_27,1
46_29,47_29,1
46_31,47_31,1
46_37,47_37,1
46_39,47_39,1
46_41,47_41,1
46_43,47_43,1
46_49,47_49,1
46_53,47_53,1
46_59,47_59,1
46_63,47_63,1
46_65,47_65,1
46_67,47_67,1
46_69,47_69,1
46_79,47_79,1
47_1,47_2,1
47_1,48_1,1
47_2,47_3,1
47_5,47_6,1
47_5,48_5,1
47_6,47_7,1
47_9,47_10,1
47_10,47_11,1
47_15,47_16,1
47_15,48_15,1
47_16,47_17,1
47_17,48_17,1
47_21,48_21,1
47_23,47_24,1
47_23,48_23,1
47_24,47_25,1
47_27,48_27,1
47_29,48_29,1
47_31,47_32,1
47_32,47_33,1
47_33,47_34,1
47_34,47_35,1
47_35,48_35,1
47_37,47_38,1
47_38,47_39,1
47_41,47_42,1
47_41,48_41,1
47_42,47_43,1
47_45,47_46,1
47_45,48_45,1
47_46,47_47,1
47_47,48_47,1
47_49,47_50,1
47_49,48_49,1
47_50,47_51,1
47_51,48_51,1
47_53,47_54,1
47_54,47_55,1
47_55,48_55,1
47_57,47_58,1
47_57,48_57,1
47_58,47_59,1
47_61,47_62,1
47_61,48_61,1
47_62,47_63,1
47_67,48_67,1
47_69,47_70,1
47_70,47_71,1
47_71,48_71,1
47_73,47_74,1
47_73,48_73,1
47_74,47_75,1
47_75,47_76,1
47_76,47_77,1
47_77,47_78,1
47_78,47_79,1
48_1,49_1,1
48_5,49_5,1
48_15,49_15,1
48_17,49_17,1
48_21,49_21,1
48_23,49_23,1
48_27,49_27,1
48_29,49_29,1
48_35,49_35,1
48_41,49_41,1
48_45,49_45,1
48_47,48_48,1
48_47,49_47,1
48_48,48_49,1
48_49,49_49,1
48_51,49_51,1
48_55,49_55,1
48_57,49_57,1
48_61,49_61,1
48_67,49_67,1
48_71,49_71,1
48_73,49_73,1
49_1,49_2,1
49_1,50_1,1
49_2,49_3,1
49_3,50_3,1
49_5,49_6,1
49_6,49_7,1
49_7,50_7,1
49_9,49_10,1
49_9,50_9,1
49_10,49_11,1
49_11,49_12,1
49_11,50_11,1
49_12,49_13,1
49_13,49_14,1
49_14,49_15,1
49_17,49_18,1
49_17,50_17,1
49_18,49_19,1
49_19,49_20,1
49_20,49_21,1
49_23,50_23,1
49_25,49_26,1
49_26,49_27,1
49_29,49_30,1
49_29,50_29,1
49_30,49_31,1
49_31,49_32,1
49_32,49_33,1
49_33,50_33,1
49_35,49_36,1
49_36,49_37,1
49_37,49_38,1
49_38,49_39,1
49_39,50_39,1
49_41,49_42,1
49_42,49_43,1
49_43,50_43,1
49_45,50_45,1
49_47,50_47,1
49_51,50_51,1
49_53,50_53,1
49_55,50_55,1
49_57,49_58,1
49_58,49_59,1
49_59,50_59,1
49_61,50_61,1
49_63,49_64,1
49_63,50_63,1
49_64,49_65,1
49_65,49_66,1
49_66,49_67,1
49_69,50_69,1
49_71,49_72,1
49_72,49_73,1
49_75,49_76,1
49_75,50_75,1
49_76,49_77,1
49_77,49_78,1
49_78,49_79,1
50_1,51_1,1
50_3,51_3,1
50_7,51_7,1
50_9,51_9,1
50_11,51_11,1
50_17,51_17,1
50_23,51_23,1
50_29,51_29,1
50_33,51_33,1
50_39,51_39,1
50_43,51_43,1
50_45,51_45,1
50_47,51_47,1
50_51,51_51,1
50_53,51_53,1
50_55,51_55,1
50_59,51_59,1
50_61,51_61,1
50_63,51_63,1
50_69,51_69,1
50_75,51_75,1
51_3,52_3,1
51_5,52_5,1
51_7,51_8,1
51_8,51_9,1
51_11,52_11,1
51_13,51_14,1
51_13,52_13,1
51_14,51_15,1
51_15,51_16,1
51_16,51_17,1
51_19,51_20,1
51_20,51_21,1
51_21,52_21,1
51_23,52_23,1
51_25,51_26,1
51_25,52_25,1
51_26,51_27,1
51_27,52_27,1
51_29,51_30,1
51_30,51_31,1
51_31,52_31,1
51_33,51_34,1
51_34,51_35,1
51_35,51_36,1
51_36,51_37,1
51_39,52_39,1
51_41,51_42,1
51_41,52_41,1
51_42,51_43,1
51_45,52_45,1
51_47,51_48,1
51_48,51_49,1
51_49,51_50,1
51_50,51_51,1
51_53,52_53,1
51_55,52_55,1
51_57,51_58,1
51_57,52_57,1
51_58,51_59,1
51_61,52_61,1
51_63,51_64,1
51_64,51_65,1
51_65,51_66,1
51_66,51_67,1
51_67,52_67,1
51_69,51_70,1
51_70,51_71,1
51_71,51_72,1
51_72,51_73,1
51_73,51_74,1
51_73,52_73,1
51_74,51_75,1
51_75,52_75,1
51_77,51_78,1
51_77,52_77,1
51_78,51_79,1
51_79,52_79,1
52_3,53_3,1
52_5,53_5,1
52_11,53_11,1
52_13,53_13,1
52_21,53_21,1
52_23,53_23,1
52_25,53_25,1
52_27,53_27,1
52_31,53_31,1
52_39,53_39,1
52_41,53_41,1
52_45,53_45,1
52_53,53_53,1
52_55,53_55,1
52_57,53_57,1
52_61,53_61,1
52_67,53_67,1
52_73,53_73,1
52_75,53_75,1
52_77,53_77,1
52_79,53_79,1
53_1,53_2,1
53_1,54_1,1
53_2,53_3,1
53_3,53_4,1
53_4,53_5,1
53_5,53_6,1
53_5,54_5,1
53_6,53_7,1
53_7,53_8,1
53_7,54_7,1
53_8,53_9,1
53_11,54_11,1
53_13,54_13,1
53_15,53_16,1
53_16,53_17,1
53_17,53_18,1
53_17,54_17,1
53_18,53_19,1
53_19,53_20,1
53_20,53_21,1
53_23,53_24,1
53_24,53_25,1
53_27,54_27,1
53_29,53_30,1
53_29,54_29,1
53_30,53_31,1
53_33,53_34,1
53_33,54_33,1
53_34,53_35,1
53_35,53_36,1
53_36,53_37,1
53_37,54_37,1
53_39,54_39,1
53_41,53_42,1
53_42,53_43,1
53_43,54_43,1
53_45,53_46,1
53_46,53_47,1
53_47,54_47,1
53_49,53_50,1
53_49,54_49,1
53_50,53_51,1
53_51,53_52,1
53_52,53_53,1
53_53,54_53,1
53_55,54_55,1
53_57,53_58,1
53_58,53_59,1
53_59,54_59,1
53_61,54_61,1
53_63,53_64,1
53_63,54_63,1
53_64,53_65,1
53_65,54_65,1
53_67,53_68,1
53_68,53_69,1
53_69,53_70,1
53_70,53_71,1
53_71,54_71,1
53_75,53_76,1
53_76,53_77,1
53_79,54_79,1
54_1,55_1,1
54_5,55_5,1
54_7,55_7,1
54_11,55_11,1
54_13,55_13,1
54_17,55_17,1
54_27,55_27,1
54_29,55_29,1
54_33,55_33,1
54_37,55_37,1
54_39,55_39,1
54_43,55_43,1
54_47,55_47,1
54_49,55_49,1
54_53,55_53,1
54_55,55_55,1
54_59,55_59,1
54_61,55_61,1
54_63,55_63,1
54_65,55_65,1
54_71,55_71,1
54_79,55_79,1
55_1,55_2,1
55_1,56_1,1
55_2,55_3,1
55_3,56_3,1
55_7,55_8,1
55_7,56_7,1
55_8,55_9,1
55_9,55_10,1
55_10,55_11,1
55_13,55_14,1
55_14,55_15,1
55_15,56_15,1
55_17,55_18,1
55_18,55_19,1
55_19,55_20,1
55_20,55_21,1
55_21,55_22,1
55_21,56_21,1
55_22,55_23,1
55_23,55_24,1
55_24,55_25,1
55_25,55_26,1
55_26,55_27,1
55_27,55_28,1
55_28,55_29,1
55_31,55_32,1
55_31,56_31,1
55_32,55_33,1
55_35,56_35,1
55_37,55_38,1
55_38,55_39,1
55_41,56_41,1
55_43,55_44,1
55_44,55_45,1
55_45,56_45,1
55_47,56_47,1
55_49,55_50,1
55_49,56_49,1
55_50,55_51,1
55_51,56_51,1
55_53,56_53,1
55_55,55_56,1
55_56,55_57,1
55_57,56_57,1
55_59,56_59,1
55_61,55_62,1
55_61,56_61,1
55_62,55_63,1
55_65,55_66,1
55_66,55_67,1
55_67,55_68,1
55_68,55_69,1
55_69,56_69,1
55_71,55_72,1
55_72,55_73,1
55_73,55_74,1
55_74,55_75,1
55_75,55_76,1
55_76,55_77,1
55_77,55_78,1
55_78,55_79,1
55_79,56_79,1
56_1,57_1,1
56_3,57_3,1
56_7,57_7,1
56_15,57_15,1
56_21,57_21,1
56_31,57_31,1
56_35,57_35,1
56_41,57_41,1
56_45,57_45,1
56_47,57_47,1
56_49,57_49,1
56_51,57_51,1
56_53,57_53,1
56_57,57_57,1
56_59,57_59,1
56_61,57_61,1
56_69,57_69,1
56_79,57_79,1
57_1,58_1,1
57_3,57_4,1
57_4,57_5,1
57_5,58_5,1
57_7,57_8,1
57_8,57_9,1
57_11,57_12,1
57_11,58_11,1
57_12,57_13,1
57_13,57_14,1
57_14,57_15,1
57_17,57_18,1
57_17,58_17,1
57_18,57_19,1
57_19,58_19,1
57_23,57_24,1
57_23,58_23,1
57_24,57_25,1
57_25,58_25,1
57_27,57_28,1
57_27,58_27,1
57_28,57_29,1
57_29,57_30,1
57_30,57_31,1
57_33,58_33,1
57_35,57_36,1
57_35,58_35,1
57_36,57_37,1
57_37,57_38,1
57_38,57_39,1
57_39,58_39,1
57_41,57_42,1
57_41,58_41,1
57_42,57_43,1
57_43,58_43,1
57_45,57_46,1
57_46,57_47,1
57_49,58_49,1
57_51,58_51,1
57_55,57_56,1
57_55,58_55,1
57_56,57_57,1
57_59,58_59,1
57_61,58_61,1
57_63,57_64,1
57_64,57_65,1
57_65,57_66,1
57_65,58_65,1
57_66,57_67,1
57_67,58_67,1
57_69,57_70,1
57_70,57_71,1
57_71,58_71,1
57_73,57_74,1
57_73,58_73,1
57_74,57_75,1
57_75,57_76,1
57_75,58_75,1
57_76,57_77,1
57_79,58_79,1
58_1,59_1,1
58_5,59_5,1
58_11,59_11,1
58_17,59_17,1
58_19,59_19,1
58_23,59_23,1
58_25,59_25,1
58_27,59_27,1
58_33,59_33,1
58_35,59_35,1
58_39,59_39,1
58_41,59_41,1
58_43,59_43,1
58_49,59_49,1
58_51,59_51,1
58_55,59_55,1
58_59,59_59,1
58_61,59_61,1
58_65,59_65,1
58_67,59_67,1
58_71,59_71,1
58_73,59_73,1
58_75,59_75,1
58_79,59_79,1
59_1,59_2,1
59_2,59_3,1
59_5,59_6,1
59_6,59_7,1
59_7,59_8,1
59_8,59_9,1
59_9,59_10,1
59_10,59_11,1
59_11,59_12,1
59_12,59_13,1
59_13,59_14,1
59_14,59_15,1
59_15,59_16,1
59_16,59_17,1
59_19,59_20,1
59_20,59_21,1
59_21,59_22,1
59_22,59_23,1
59_25,59_26,1
59_26,59_27,1
59_29,59_30,1
59_30,59_31,1
59_31,59_32,1
59_32,59_33,1
59_33,59_34,1
59_34,59_35,1
59_35,59_36,1
59_36,59_37,1
59_39,59_40,1
59_40,59_41,1
59_43,59_44,1
59_44,59_45,1
59_45,59_46,1
59_46,59_47,1
59_47,59_48,1
59_48,59_49,1
59_51,59_52,1
59_52,59_53,1
59_53,59_54,1
59_54,59_55,1
59_55,59_56,1
59_56,59_57,1
59_57,59_58,1
59_58,59_59,1
59_61,59_62,1
59_62,59_63,1
59_63,59_64,1
59_64,59_65,1
59_67,59_68,1
59_68,59_69,1
59_71,59_72,1
59_72,59_73,1
59_75,59_76,1
59_76,59_77,1
59_77,59_78,1
59_78,59_79,1
